0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
33.0,0.48484848484848486,9.011227255423215,516.0,88.01046809339749,9848.638902268058,1356.6890337312384,83.94052900675655,59.57508915229741,9848.638902268058,1356.6890337312384,83.94052900675655,59.57508915229741,-326.2273179502936,-376.97625341085677,-18.169195248083547,5.868422397259924,-17226.854412065975,-1311.9976406583935,-176.32208766609747,-208.17807711117246,17718.92712282881,8604.235677310058,618.4395059680696,276.0311334428667,0.021077518258752714,3.0950296501528376,2.1266535402540554,-0.4804100665930574,9.011227255423215,9.011227255423215,9.011227255423215,9.011227255423215,9.011227255423215,7.147560771283826
33.0,0.48484848484848486,9.663558104217229,811.0,89.12057218893075,10190.061472967773,1055.4895219171253,77.19226955987094,52.79966379239201,10190.061472967773,1055.4895219171253,77.19226955987094,52.79966379239201,108.39953201897315,-292.45292497492477,-15.942832038961573,-9.574058956517948,-17089.032870909698,-1215.0324102328445,-202.96902537661066,-179.70469441938488,17863.602139310788,5712.129809156732,757.9096083024481,222.03497074076483,0.025062341385151517,2.0803500016345935,2.6276657071790064,1.2922974044375044,9.663558104217229,9.663558104217229,9.663558104217229,9.663558104217229,9.663558104217229,7.434703379125108
33.0,0.48484848484848486,9.90237511448614,957.0,90.35844746938294,10074.899615656468,1176.81683195381,80.26217801136045,53.753515470977156,10074.899615656468,1176.81683195381,80.26217801136045,53.753515470977156,-810.119045946442,-368.0419121154953,-14.34289795102575,-13.309532683228506,-16701.714569714663,-1406.8306177129298,-554.0204394521301,-96.82939058550669,18183.401757781266,8142.709836090936,659.4217345133283,279.28747957993585,0.12570324272024685,2.381770098819877,1.1918353621769682,1.5551238833081567,9.90237511448614,9.90237511448614,9.90237511448614,9.90237511448614,9.90237511448614,7.43688027508487
33.0,0.48484848484848486,9.245552706255674,607.0,88.96292145708665,9887.367524421,1325.7735876144216,84.47556937509268,53.55838352935298,9887.367524421,1325.7735876144216,84.47556937509268,53.55838352935298,-177.08205160422838,-436.1100510386259,-17.318742630418573,-11.121469295977152,-16931.678711729885,-1325.7818478166998,-261.4468144657473,-82.94234908170206,17999.567326724013,7688.11907093485,700.7483009615016,202.66233257137023,0.08854100125056473,2.2868679548956656,2.343427194511247,1.2267279418047092,9.245552706255674,9.245552706255674,9.245552706255674,9.245552706255674,9.245552706255674,7.31489596512332
33.0,0.48484848484848486,9.870364719583508,936.0,89.45066300708369,10323.42608923766,1227.2849730497883,75.37355354348924,50.40649754050754,10323.42608923766,1227.2849730497883,75.37355354348924,50.40649754050754,-234.27367873751473,-400.56869703699147,-18.192308548918422,-8.577143469955121,-17399.325493170672,-1267.7103402534306,-245.1817872945794,-126.97279297399501,17645.94079922456,8171.555715609211,458.8295630730106,226.53629576384822,-0.0006903918692622387,2.831788741910998,1.4238664341758553,1.1856815351909344,9.870364719583508,9.870364719583508,9.870364719583508,9.870364719583508,9.870364719583508,7.271011079145055
33.0,0.48484848484848486,9.717676423066473,842.0,87.24730859763169,9757.947404885927,972.2138456767178,70.24459786504316,47.58931757345221,9757.947404885927,972.2138456767178,70.24459786504316,47.58931757345221,-607.6172335887381,-304.5634318324382,-16.290364553185395,-5.234825195960013,-17096.743800718858,-920.9860766429555,-360.9264806046401,-155.3004091555181,17902.621091810815,7789.439440249726,423.7536057130761,293.60054217463664,0.07434600950351576,3.2771057496251994,1.1544508435643395,1.2511804199406678,9.717676423066473,9.717676423066473,9.717676423066473,9.717676423066473,9.717676423066473,7.012949420687817
33.0,0.48484848484848486,9.219168520462071,596.0,88.64910098326818,9809.707716867277,1128.5571468163002,87.55193667412274,51.780758010426794,9809.707716867277,1128.5571468163002,87.55193667412274,51.780758010426794,-956.0699526267808,-338.32699513599675,-14.886264351075582,-10.690346499694353,-16444.645469362964,-1165.8930959723968,-753.9184537383161,-84.49786846642183,18489.87307015719,8711.649040098555,855.2199913683991,232.3786632186572,0.225839089520507,2.9207168656896667,1.464636983054139,1.2069742048890792,9.219168520462071,9.219168520462071,9.219168520462071,9.219168520462071,9.219168520462071,7.301528114186823
33.0,0.48484848484848486,9.824958740528656,907.0,89.98044159632147,9942.675590436329,1202.1164336110016,76.61234559052865,53.116178339742696,9942.675590436329,1202.1164336110016,76.61234559052865,53.116178339742696,6.8508547737639205,-369.3297033163587,17.224600550479124,-8.866848947946288,-17189.05129198728,-1239.229353567118,-394.17963359747944,-135.58747322532017,17827.191592709292,8150.60853943022,461.17771881244903,218.2766631228791,0.046135731206228235,2.625529492953007,-1.0933267828221593,1.0420826261115488,9.824958740528656,9.824958740528656,9.824958740528656,9.824958740528656,9.824958740528656,7.438641511180125
33.0,0.48484848484848486,9.038918989292297,526.0,88.00447955915337,10127.252058868957,1200.736944601787,87.78501309574511,59.27960138970892,10127.252058868957,1200.736944601787,87.78501309574511,59.27960138970892,33.68123080581227,-375.0472164418985,15.25988539933235,-13.730688882845707,-17476.410816283205,-1181.4250473274303,-426.07276106699067,-83.60627581551017,17533.743938751166,8245.762823831637,494.474595720354,274.13210710783244,0.020650215544765257,2.8313983606103537,-0.5074675058741137,1.6007134811137873,9.038918989292297,9.038918989292297,9.038918989292297,9.038918989292297,9.038918989292297,7.204169953436164
33.0,0.48484848484848486,9.76321236681425,869.0,87.39487286080158,9859.774480452359,830.5041938878892,70.3775524260227,49.09307335729552,9859.774480452359,830.5041938878892,70.3775524260227,49.09307335729552,-327.0161197862387,-224.48058297567354,-13.883043647936162,4.3579242132894755,-16744.02746806953,-941.9004694522532,-252.21202222819525,-230.39468665652285,18156.975137188427,7099.852343897111,347.2412775718599,248.78623236392104,0.06887753322882634,2.492942432120481,1.0623686242619803,-0.7663125855539542,9.76321236681425,9.76321236681425,9.76321236681425,9.76321236681425,9.76321236681425,7.1395947410707
