0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
11.0,0.0,9.634811050171855,795.0,63.3254255995247,3.185142272416066,1.5613518091563603,1.3576125290480214,1.245774702947929,3.185142272416066,1.5613518091563603,1.3576125290480214,1.245774702947929,-0.9797684881254909,-0.18254885032921594,-0.12291183502668411,0.13924559034147554,-3.98858069828604,-3.4384591632556103,-3.29411065785287,-7.483858767739022,8.514639491199777,17.063497822440045,10.897524694005197,7.570786086209773,0.6983019854949097,3.0711585868661606,2.8492739235235773,-0.5475747907530218,9.634811050171855,9.634811050171855,9.634811050171855,9.634811050171855,9.634811050171855,2.7414331750064362,12.0
11.0,0.0,9.64925617751736,803.0,63.36309978583366,2.172872226912165,1.5231892887407117,1.3367351021740501,1.3038139672118583,2.172872226912165,1.5231892887407117,1.3367351021740501,1.3038139672118583,-0.16297284572936954,-0.03611532867632109,-0.18045873719483735,0.15786716660407513,-4.301130930827897,-5.0716617305348,-8.749872399739528,-4.611224259081829,5.816188055457471,12.458482377401804,9.350565419881644,5.9730062007459335,0.7770443440874945,1.336954368522395,1.5974128229980773,-0.27546296910518514,9.64925617751736,9.64925617751736,9.64925617751736,9.64925617751736,9.64925617751736,2.6187906411504693,11.0
123.0,0.983739837398374,9.049848549450575,530.0,43.47137182261029,0.9610427896348427,0.9307123836923579,0.8883310848865255,0.8551563940832344,0.9610427896348427,0.9307123836923579,0.8883310848865255,0.8551563940832344,0.004725830180624311,-0.05017094232142329,-0.027184537441179622,-0.080925002198676,-2.1035736626533805,-1.95518734993514,-1.8535902570468972,-1.9077189025430807,2.1411618640159107,2.510240186617631,2.2531141829262276,1.931491446358705,0.034471523061909745,0.27102333682262864,0.14823688044167585,0.17802872998384148,9.049848549450575,9.049848549450575,9.049848549450575,9.049848549450575,9.049848549450575,1.2045493547840236,3.0
43.0,0.11627906976744186,9.296916206879262,629.0,14.420875628953315,1.2430272151706057,1.0540108891468947,1.0131971838172635,0.9351480059294609,1.2430272151706057,1.0540108891468947,1.0131971838172635,0.9351480059294609,-0.06999198818203152,-0.03539273865030334,-0.040807160826286604,-0.037049877838809094,-2.537983151731113,-2.210241773638889,-2.2714412213224078,-2.191799197572836,3.005949415779338,2.524250838749123,2.360795800378426,2.475638026641274,0.16424613584655262,0.13560263530055047,0.18573578312533218,0.10665186919101709,9.296916206879262,9.296916206879262,9.296916206879262,9.296916206879262,9.296916206879262,0.9990352922979928,2.0
43.0,0.13953488372093023,9.64925617751736,803.0,16.011139771188457,1.3499228190321304,1.0770466457010244,0.980372772896256,0.9592536003759539,1.3499228190321304,1.0770466457010244,0.980372772896256,0.9592536003759539,-0.07682073203950582,-0.027295902023378033,-0.07434058020478052,-0.03920464720229443,-2.662869824530066,-2.11704829459306,-2.1171155177645393,-2.2273665370614353,2.7012534853008816,2.9092565450558934,2.671684194737384,2.797473564813235,0.13134784612805964,0.13460125311177554,0.3411467130713379,0.21326633262130898,9.64925617751736,9.64925617751736,9.64925617751736,9.64925617751736,9.64925617751736,0.9979305348828202,2.0
55.0,0.6727272727272727,9.836050355058168,914.0,74.17438667888982,1644.3357489353818,1155.2166409562235,279.413596884729,186.59599591992875,1644.3357489353818,1155.2166409562235,279.413596884729,186.59599591992875,-262.3686694180438,43.57396399103996,-10.118111943821688,-21.140231781876412,-2883.8799984491716,-3810.45606091898,-808.6829987830472,-401.51467395478244,5157.932120967639,4302.967098870869,844.4822914287574,698.666243984489,0.7476206586215168,0.1713270924651618,0.009654769744694307,0.5727394183568699,9.836050355058168,9.836050355058168,9.836050355058168,9.836050355058168,9.836050355058168,1.7445223620990762,7.0
66.0,0.15151515151515152,9.344295907915894,650.0,255.05151265506305,461.4776099271545,429.595162367028,71.75265511840537,55.88441070947382,461.4776099271545,429.595162367028,71.75265511840537,55.88441070947382,-81.54141879606874,220.37296934795478,5.167201940014481,-21.755848529051185,-381.08420650847665,-682.9713160541459,-165.80338732221531,-82.54050146842916,1860.586157215766,1061.3688639521888,177.62370609323744,124.6639343164146,2.0956760669040353,-0.481936876720888,-0.2988817332358298,0.8183521737406944,9.344295907915894,9.344295907915894,9.344295907915894,9.344295907915894,9.344295907915894,0.5801954953637369,2.0
117.0,0.017094017094017096,9.11113567023464,553.0,52.79470438867218,35.239180351917376,2.7652458982960195,0.6282498140139161,0.61527118874857,35.239180351917376,2.7652458982960195,0.6282498140139161,0.61527118874857,-19.993578871623864,-1.273978909628099,-0.0029704701384651003,-0.02181442156319436,-63.99369718906564,-3.105295573040173,-1.5070575367591634,-1.5854808569609222,86.0765577875503,6.217133660300626,1.6385487204571376,1.6737538827894456,0.5185695955763105,1.2902814280118524,0.029312177579349983,0.11645689576670426,9.11113567023464,9.11113567023464,9.11113567023464,9.11113567023464,9.11113567023464,0.9906174973781801,2.0
117.0,0.017094017094017096,9.871905237659172,937.0,52.27677445473386,35.492576005483144,2.7232549098496457,0.6266645086538079,0.5948641771866017,35.492576005483144,2.7232549098496457,0.6266645086538079,0.5948641771866017,-21.42160958260971,-1.1957852920118999,0.003502554902912076,-0.004548099204005566,-66.42091495493608,-2.9711835036983882,-1.5686709028149048,-1.5677244404204425,83.57393188508196,6.064268816756493,1.6524883738193434,1.6752447644754889,0.3956523357574915,1.3593236083660556,-0.01293135833246865,0.04108082263707428,9.871905237659172,9.871905237659172,9.871905237659172,9.871905237659172,9.871905237659172,0.995854294841012,2.0
26.0,0.0,9.932214751968523,977.0,209.31977906273298,12.212813491415986,2.4957529666948375,1.1146272277647677,0.576444552537597,12.212813491415986,2.4957529666948375,1.1146272277647677,0.576444552537597,-1.9073600285182686,-0.661527014067871,-0.26014571805052245,0.2006113192287613,-13.87152618841842,-5.526583320966053,-2.19896645929704,-1.148998464407072,42.24200689021791,7.131941943308849,4.900325356434495,1.4881802478180102,1.184427833677097,0.5165949548690433,2.001164590883761,0.20448487545767163,9.932214751968523,9.932214751968523,9.932214751968523,9.932214751968523,9.932214751968523,5.0210884672746605,57.0
