AttributeNum,DiscreteRatio,JointInf,Size,Totcorr,Mean1,Mean2,Mean3,Mean4,Std1,Std2,Std3,Std4,Median1,Median2,Median3,Median4,Min1,Min2,Min3,Min4,Max1,Max2,Max3,Max4,Skew1,Skew2,Skew3,Skew4,Entropy1,Entropy2,Entropy3,Entropy4,PCAJointInf,LabelEntropy,alpha,l1_ratio
33.0,0.48484848484848486,9.245552706255674,607.0,88.67753782234082,9982.441514225995,1264.631779007874,74.59389173297328,52.760590201478905,9982.441514225995,1264.631779007874,74.59389173297328,52.760590201478905,734.4660444023151,-380.19181085652684,-15.90423051223766,-7.586025240013669,-17196.427382768918,-1327.747745716654,-273.7577035961457,-131.40535273864182,17729.367099091203,8033.342312317336,381.04354040490193,193.67785934245558,-0.026507500971178165,2.5014824829604088,1.063093778244847,0.8767219980691868,9.245552706255674,9.245552706255674,9.245552706255674,9.245552706255674,9.245552706255674,7.253659989400185,1.0,0.5
33.0,0.48484848484848486,9.870364719583508,936.0,88.87925327965962,10048.274545003023,1115.043296538222,73.20225406336375,51.37197906137721,10048.274545003023,1115.043296538222,73.20225406336375,51.37197906137721,194.23775841299639,-379.63830840486787,-18.33113872284546,-8.673724785587645,-17217.392390929614,-1080.5272442676378,-347.6012806654727,-198.32610273149936,17743.636375403414,7580.1810793536615,655.2689810845735,204.9759978377626,-0.0031738073761355067,2.7310102452813,1.737274542015886,1.207491403368167,9.870364719583508,9.870364719583508,9.870364719583508,9.870364719583508,9.870364719583508,7.167764137772378,0.015625,0.5
33.0,0.48484848484848486,9.717676423066473,842.0,87.48105999143525,10175.810447742952,837.2129685718883,69.38192612098408,48.87566465927642,10175.810447742952,837.2129685718883,69.38192612098408,48.87566465927642,-324.46223722601013,-274.453859788306,-17.343544794467178,-8.164795176579467,-16961.045378319825,-826.8439452007296,-192.58290629354948,-231.8870631277451,17982.82028753862,6487.954195895556,510.64754675693985,323.5388469525847,0.041111639917303745,2.3217323529925724,1.6037999234764835,0.9412203334692482,9.717676423066473,9.717676423066473,9.717676423066473,9.717676423066473,9.717676423066473,7.080175063129315,0.125,0.015625
33.0,0.48484848484848486,9.219168520462071,596.0,88.38774779696882,9533.827898806567,1214.4581333674655,84.88589774071204,49.50245250026129,9533.827898806567,1214.4581333674655,84.88589774071204,49.50245250026129,-225.54932965402594,-327.38517033878486,-16.50013991001486,-9.52166414135252,-15750.263476010088,-1460.4344201147305,-284.26590673902814,-114.16893494564512,19251.510949249,7585.932094998757,718.2998376346965,209.54810721225684,0.2081659806129498,2.412736599761151,2.2341747608697378,1.2613713553836023,9.219168520462071,9.219168520462071,9.219168520462071,9.219168520462071,9.219168520462071,7.308638492226425,64.0,0.5
33.0,0.48484848484848486,9.824958740528656,907.0,89.74756769457188,9971.220261666473,1065.7298728020862,85.09349735523058,53.17351001644607,9971.220261666473,1065.7298728020862,85.09349735523058,53.17351001644607,-418.4742468357564,-326.1317242704314,-18.018036278386322,-11.755949699334268,-17243.436714746294,-1148.4026846402594,-537.4745172788014,-120.06518701756178,17675.499776950466,6758.992263540756,654.7037315078671,210.61594226209726,0.04203213294919553,2.2956239117205355,0.9440992935646938,1.2329198941102169,9.824958740528656,9.824958740528656,9.824958740528656,9.824958740528656,9.824958740528656,7.334723025263597,1.0,0.25
33.0,0.48484848484848486,9.038918989292297,526.0,87.83458404571739,9684.836858320265,1330.4587054378387,84.75589578995559,57.08723473801152,9684.836858320265,1330.4587054378387,84.75589578995559,57.08723473801152,-379.8421595457801,-390.01617883326884,-11.130138746968976,-10.347005067295246,-16660.176257872696,-1259.526556950109,-300.65905219664984,-138.33574572696054,18216.584089835847,8316.694076978338,705.3175933820673,222.6552059712543,0.0927871078952185,3.013233430281204,1.640524757582048,1.000397828034879,9.038918989292297,9.038918989292297,9.038918989292297,9.038918989292297,9.038918989292297,7.187362410202618,8.0,0.5
33.0,0.48484848484848486,9.76321236681425,869.0,87.85619246846204,9963.820031479114,918.7677908473395,69.39730698245238,47.92743965435994,9963.820031479114,918.7677908473395,69.39730698245238,47.92743965435994,59.639632217351284,-245.1054012034996,-17.012217127150564,-4.355686944507263,-17464.938677723752,-983.3312425672091,-227.4499500949844,-171.18945237815453,17579.557608816318,7248.789313645244,350.73329519699155,208.84631645946396,-0.01565210547818134,2.758176124289611,1.0678997302158493,0.7708683483026384,9.76321236681425,9.76321236681425,9.76321236681425,9.76321236681425,9.76321236681425,7.2213212505239674,0.5,0.015625
33.0,0.48484848484848486,9.055282435501294,532.0,89.18419578400679,10141.360084031827,1240.9168484827137,77.41363520702838,56.689553099729864,10141.360084031827,1240.9168484827137,77.41363520702838,56.689553099729864,421.2011629545121,-377.8788858152265,18.666485248407135,-12.242654408107319,-17285.623971851503,-1255.0081628903783,-309.1098068431723,-93.75970694081997,17711.295973166332,8245.085279504245,330.8581977694205,236.9339324620543,-0.010240025175730458,2.6566575127889873,-0.9634322851029627,1.3307963665841485,9.055282435501294,9.055282435501294,9.055282435501294,9.055282435501294,9.055282435501294,7.224674724612445,0.25,0.015625
33.0,0.48484848484848486,9.714245517666102,840.0,88.94913481702737,9665.57970946217,1176.2286195224092,80.04321150505292,53.34541767399023,9665.57970946217,1176.2286195224092,80.04321150505292,53.34541767399023,-686.8529939231908,-321.7026693163474,17.518224856171276,-9.822598876463442,-17201.768869465886,-1151.741296626633,-484.76288307983856,-92.2316124635284,17739.10127558431,8754.321981447598,606.5680154705175,220.32284391453416,0.04965113493018195,2.8120644044239125,0.15097101724558515,1.2875162053759506,9.714245517666102,9.714245517666102,9.714245517666102,9.714245517666102,9.714245517666102,7.407431903254151,1.0,0.015625
281.0,0.5231316725978647,9.296033415212667,630.0,269.4844089450053,3519.200230652333,894.9891910308135,161.1068972098001,112.6832307861978,3519.200230652333,894.9891910308135,161.1068972098001,112.6832307861978,-927.1113060559285,-383.25243165927293,23.751139275170857,-3.286873379866096,-2705.1887151419514,-748.8127516680202,-429.5783786286417,-457.5780737340051,23883.33091073393,3173.557607676504,1149.7356420936492,799.0809720595387,2.6558445794966947,1.898143032244954,1.9801475132764075,0.814612053148131,9.296033415212667,9.296033415212667,9.296033415212667,9.296033415212667,9.296033415212667,2.578308138176955,4.0,0.5
5.0,0.0,9.54496443278934,747.0,36.194588137707434,23.07498337695582,13.343767364927949,5.499645658119134,4.604160298575197,23.07498337695582,13.343767364927949,5.499645658119134,4.604160298575197,1.1494859667219175,-0.8568815931110846,-0.5325465853983959,0.04115410912921539,-45.3407215466533,-32.41337415686336,-16.090689956304942,-15.543729943855721,48.91482938043245,39.32536789359102,17.808689476317415,15.761829216333968,-0.04741171038470189,0.26052834804699876,0.3861298818605025,-0.20182033057748955,9.54496443278934,9.54496443278934,9.54496443278934,9.54496443278934,9.54496443278934,9.410741323677572,0.0625,0.0625
430.0,0.9697674418604652,9.317412613764866,638.0,68.83498441901793,4928.409629479,231.3360064599023,50.17884116951309,6.225898840476863,4928.409629479,231.3360064599023,50.17884116951309,6.225898840476863,49.19611885757928,-49.45170058142082,-3.810157376202983,-0.7945740399880745,-8470.859084619531,-368.67589554739357,-133.54663265722513,-12.002762017069584,8865.187723105066,861.9257943708408,237.8601999343259,14.227115811806934,0.05135654590461099,0.8766519131976688,1.5640095785727233,0.4645961900893022,9.317412613764866,9.317412613764866,9.317412613764866,9.317412613764866,9.317412613764866,8.1638714905092,0.0009765625,0.03125
33.0,0.48484848484848486,9.011227255423215,516.0,88.00248949726424,10117.35795623062,1210.302732847649,85.32917762560841,53.64180547402334,10117.35795623062,1210.302732847649,85.32917762560841,53.64180547402334,-228.070959907126,-407.355141423575,-15.968134857564458,-8.045947220525782,-16796.721088104783,-1274.1574153629797,-229.52586072120258,-106.93622960671892,18162.61676049122,8010.7886108670045,812.0406799731543,215.51929161162204,0.05775101525154313,2.5363883818771815,2.388578610718546,1.27017644660383,9.011227255423215,9.011227255423215,9.011227255423215,9.011227255423215,9.011227255423215,7.153601790067753,1.0,0.015625
33.0,0.48484848484848486,9.663558104217229,811.0,89.00328840032347,10198.612542233952,1190.0134227869135,67.81518178134833,52.423394227142424,10198.612542233952,1190.0134227869135,67.81518178134833,52.423394227142424,333.98345738328686,-371.9547938368215,10.491720689562698,-8.944266534576055,-17447.419494924252,-1308.3668170568315,-326.79746725351754,-109.91454957581304,17548.589148329567,7612.705516042897,488.13351913985446,314.7186427567457,-0.03136387560644503,2.5710418246545705,-0.47527573044165744,1.3930109463922868,9.663558104217229,9.663558104217229,9.663558104217229,9.663558104217229,9.663558104217229,7.27597637558021,0.25,0.015625
33.0,0.48484848484848486,9.90237511448614,957.0,90.62671420526166,10678.914371915875,1283.0168340509294,77.70280504532623,52.97225572533715,10678.914371915875,1283.0168340509294,77.70280504532623,52.97225572533715,-722.0171461648644,-387.4299204885314,-14.8593828348464,-11.407267322069176,-16820.776108360056,-1345.8444728203804,-353.89481701980276,-92.79663961533709,18230.897296281495,6932.82543952532,361.17385979044354,317.2332799385695,0.12737517485584074,2.1512206650410213,1.0372022741109748,1.43693724629846,9.90237511448614,9.90237511448614,9.90237511448614,9.90237511448614,9.90237511448614,7.426759077912857,4.0,0.5
33.0,0.48484848484848486,9.245552706255674,607.0,88.44468668282207,10344.623327973452,1257.8857056247255,75.15552998971206,51.57831206212841,10344.623327973452,1257.8857056247255,75.15552998971206,51.57831206212841,540.9007595289695,-355.1827568388766,19.02628952411148,-9.71122638540966,-17015.05180814491,-1241.243047118902,-313.5311175374196,-100.57075245115823,17996.71895442912,7882.859265457566,584.6608313634715,206.6162934174435,0.015172102845238004,2.9021202021562704,-0.17047013879024187,1.1824064340918703,9.245552706255674,9.245552706255674,9.245552706255674,9.245552706255674,9.245552706255674,7.297864539237899,4.0,0.5
33.0,0.48484848484848486,9.870364719583508,936.0,88.82051656148968,10011.315394957892,1072.7640898520658,76.54791257576142,50.45741517196396,10011.315394957892,1072.7640898520658,76.54791257576142,50.45741517196396,-122.67122082858587,-379.3447813059623,-18.879886639028868,-8.963097744522118,-16897.52557352247,-1099.8275583174843,-291.81720932684357,-128.60089443828903,18160.97449933892,8327.218507320586,585.5648552050308,254.28904739266187,0.018440181277758472,2.578961580973534,2.009536435977811,1.3747612119819492,9.870364719583508,9.870364719583508,9.870364719583508,9.870364719583508,9.870364719583508,7.1499097378462695,1.0,0.015625
33.0,0.48484848484848486,9.717676423066473,842.0,87.57713111466249,10148.983446153286,949.8235804488329,74.31534693174103,50.70865904163045,10148.983446153286,949.8235804488329,74.31534693174103,50.70865904163045,411.44645790333936,-334.8937029038484,-16.40875480981235,9.004421065899766,-17278.73361971977,-883.0282319743343,-219.0875445244989,-250.06560936324544,17607.024692876894,7278.40701007007,870.2124864685061,316.8867621365827,-0.011849344611064122,2.690581361348581,2.774376722642267,-0.7674182997964523,9.717676423066473,9.717676423066473,9.717676423066473,9.717676423066473,9.717676423066473,7.125107683533458,1.0,0.5
33.0,0.48484848484848486,9.219168520462071,596.0,88.6159318620877,10201.014211893165,1244.8064444369452,84.62564762374481,46.138234065472375,10201.014211893165,1244.8064444369452,84.62564762374481,46.138234065472375,-208.5766228950388,-371.9513104592056,17.870474769951834,-8.79414668401093,-16262.36677081321,-1275.9688155717843,-452.75512548433693,-78.14354697551272,18775.793444809737,7157.126678607015,534.2248627603739,206.6062435329254,0.1774064850452751,2.3627588431752247,-0.6786048656352216,1.1446320404136328,9.219168520462071,9.219168520462071,9.219168520462071,9.219168520462071,9.219168520462071,7.158559858347213,2.0,0.0625
33.0,0.48484848484848486,9.824958740528656,907.0,89.6350389729933,9892.542724228255,1199.8710803461377,84.93014866583337,57.04093029652461,9892.542724228255,1199.8710803461377,84.93014866583337,57.04093029652461,-143.2810119094937,-356.20559392339845,-19.25490038448221,-14.680454773089401,-17011.16863141635,-1247.7416125388245,-659.3370645541663,-172.5520329060545,18032.54811886135,8683.964346170642,955.738489548676,259.68977483409464,0.06824753878263368,2.8385796288820226,1.710797316528189,1.3427652122972389,9.824958740528656,9.824958740528656,9.824958740528656,9.824958740528656,9.824958740528656,7.4382833883537804,2.0,0.5
33.0,0.48484848484848486,9.038918989292297,526.0,87.81064849120907,10352.186625288612,1164.699833255041,90.40356359160256,53.04545513953352,10352.186625288612,1164.699833255041,90.40356359160256,53.04545513953352,846.5657439781628,-363.90204293447226,-17.241072492519955,-9.278344205646274,-17247.919583353578,-1251.4063502733636,-276.22834687053,-124.61595677386183,17533.426383083017,7957.114513078737,425.29750854587616,206.20486111038622,-0.026541551059342892,2.4590481862404276,0.9576465596451772,1.209416720781007,9.038918989292297,9.038918989292297,9.038918989292297,9.038918989292297,9.038918989292297,7.222298483005154,1.0,0.5
33.0,0.48484848484848486,9.76321236681425,869.0,87.68231540575755,10097.647137968515,881.9240844583364,74.25260215059734,48.9317852582479,10097.647137968515,881.9240844583364,74.25260215059734,48.9317852582479,584.1318992685061,-236.36163949667585,-17.417156484976402,5.925643026821382,-16947.966020953296,-958.5222864147056,-182.68976492800567,-201.1282837055955,18048.03829059635,7407.765363221042,381.8287686639682,208.17849194118529,-0.023883714366277845,2.5908881660161853,1.4596709876086202,-0.8180938687089477,9.76321236681425,9.76321236681425,9.76321236681425,9.76321236681425,9.76321236681425,7.220458023521502,4.0,0.015625
33.0,0.48484848484848486,9.055282435501294,532.0,88.72008877033859,10276.815127597318,1238.468628632496,73.35793857735648,60.576316095641815,10276.815127597318,1238.468628632496,73.35793857735648,60.576316095641815,-268.5581925898032,-282.5121523372361,16.03740622584376,-12.773003488784623,-17170.685758684718,-1254.881848661304,-371.19509574687123,-116.79236249043127,17843.403528610157,8695.953651697213,732.6938187291562,271.77771046847164,0.05991877882480039,2.7801324924668593,0.9152971046580678,1.409404801010513,9.055282435501294,9.055282435501294,9.055282435501294,9.055282435501294,9.055282435501294,7.25402063628871,8.0,0.015625
33.0,0.48484848484848486,9.714245517666102,840.0,88.72000434833843,10054.72401864157,1217.4914565928548,75.51363379435361,51.733439434406385,10054.72401864157,1217.4914565928548,75.51363379435361,51.733439434406385,63.33620558440242,-353.34427359459266,-17.247996407353735,-8.909050912263464,-17408.819761758212,-1080.4319889634417,-537.6572375729992,-85.6276438611614,17592.85882057175,8556.822076620525,718.2577293208797,267.24753442177695,-0.0018886827260058165,3.1385469450643573,1.6950979695821793,1.5421007778179716,9.714245517666102,9.714245517666102,9.714245517666102,9.714245517666102,9.714245517666102,7.209392240115409,4.0,0.5
54.0,0.25925925925925924,9.24317398347296,606.0,215.3903045824788,3282714.2480025566,64310.51938162353,17629.08545505735,712.9578948651401,3282714.2480025566,64310.51938162353,17629.08545505735,712.9578948651401,-1060643.385904265,-19965.175889905095,-1929.6524765670838,-254.26574307256993,-1295139.0602335415,-389406.8400595041,-33080.88275803775,-2921.120779676308,32029030.8617338,443923.4707253157,174676.01374373652,4070.3298414374212,5.956960702054193,1.719496122992111,6.668999830577317,1.3358947990097503,9.24317398347296,9.24317398347296,9.24317398347296,9.24317398347296,9.24317398347296,2.6412857045239777,64.0,0.5
