0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
11.0,0.09090909090909091,9.359749560322461,657.0,56.252928830048745,198377.94885970393,952.7730875503613,557.17627510483,392.6431282250751,198377.94885970393,952.7730875503613,557.17627510483,392.6431282250751,6047.59363626792,-417.9922046189267,36.8338305876816,-55.404629461793185,-343593.02022625814,-1747.4471236714498,-3377.2310584445268,-1589.5343617866813,345031.6961901258,2434.7148193289486,4908.529511652581,1940.6401544239388,0.004804594088038703,1.0901005982012346,-0.8842615748880573,0.543444509596768,9.359749560322461,9.359749560322461,9.359749560322461,9.359749560322461,9.359749560322461
41.0,0.024390243902439025,9.38370429247408,668.0,321.24095413453455,4.666049315240193,2.8087628068238812,1.2292687426112676,1.1889399276258745,4.666049315240193,2.8087628068238812,1.2292687426112676,1.1889399276258745,-0.9588324344258847,-0.8006061305507204,0.002027224880593373,-0.013862026222496934,-8.400214968474916,-4.806267718650569,-3.1851725457899565,-3.365372862119165,11.747326844130068,7.483077823513809,4.346917425457392,4.619068209025689,0.627194271452065,0.7533314244996371,0.04582949100837662,0.11757728839754344,9.38370429247408,9.38370429247408,9.38370429247408,9.38370429247408,9.38370429247408
41.0,0.024390243902439025,9.413627929024134,682.0,321.7435967481912,4.920317800100337,2.5206591031255456,1.2283615621767725,1.2051253444579608,4.920317800100337,2.5206591031255456,1.2283615621767725,1.2051253444579608,0.38672839046954116,0.07202936173336313,-0.012537824212928287,-0.046107659719416785,-9.998588383839136,-5.737495392209629,-3.257475088280503,-3.3152621655205103,10.000558384586618,5.938112079793091,4.877289844581374,3.7350299719442273,-0.06009560731666851,-0.07639647543591382,0.16702600557302402,0.06438695361445274,9.413627929024134,9.413627929024134,9.413627929024134,9.413627929024134,9.413627929024134
7.0,0.8571428571428571,6.5402239289418675,120.0,4.2763592073568635,1.8882627588559564,0.6703829551317965,0.5415493066984989,0.534282626592198,1.8882627588559564,0.6703829551317965,0.5415493066984989,0.534282626592198,0.7221256932036373,-0.21506442615748103,-0.17625671081037847,0.054285654155405316,-2.9514246716728336,-0.9168311017045433,-0.7759323781969875,-0.9686118946348123,3.1837336465075388,1.1124661459685987,1.1111788040571624,1.1637978503559905,-0.12336708876649059,0.2910494545091458,0.6056933550616556,0.1318719471664973,6.5402239289418675,6.556890595608534,6.556890595608534,6.5402239289418675,6.556890595608534
10.0,0.1,8.0800093847077,641.0,13.124152757965685,7.0756835154008915,2.228463182280619,2.0837536269472214,1.784196207996623,7.0756835154008915,2.228463182280619,2.0837536269472214,1.784196207996623,-4.318907712086905,0.16707924488576167,-0.017185666644439306,-0.004014314582633995,-6.515794972648393,-6.850442772218358,-5.979674394576945,-7.183049700887093,18.105072285432357,9.834772751292762,7.471113394843251,9.823418177709142,0.9257220380912269,0.31843528469777904,-0.0732485227158393,0.23783821152470924,8.087075414369137,8.133202704404138,8.115336750098253,8.143789445267192,8.15939083103172
10.0,0.1,8.027654497306667,600.0,13.066350486498955,7.022367662373826,2.2861647129102503,2.0675523732154,1.7755171266145648,7.022367662373826,2.2861647129102503,2.0675523732154,1.7755171266145648,-4.2553541028159145,0.17926703641166084,-0.028274162893912592,0.007016550709325893,-6.468030677989859,-6.82157343741133,-6.210561899494204,-7.132820132027093,18.16362527966647,9.781171501545765,7.692967063586136,10.012934597118969,0.9202509944279993,0.24702843348449546,0.014994704037866334,0.20199696356662575,8.027654497306667,8.072517298708007,8.055602932831002,8.072517298708007,8.072517298708007
25.0,0.44,7.303780748177119,158.0,56.60613682627715,3126.919567678846,66.92295481913295,43.15389268370558,14.622088646039952,3126.919567678846,66.92295481913295,43.15389268370558,14.622088646039952,-676.2475703283885,-17.80364709302679,-6.916457417660139,0.9666221793774017,-4675.840496003119,-112.47181506614294,-116.07567161283951,-32.752314072149005,17924.354406708717,328.55804069077,219.99749463688767,44.8821163999953,2.0704805050986828,2.2229035743864065,1.7906139046202671,0.14194189535057802,7.303780748177119,7.303780748177119,7.303780748177119,7.303780748177119,7.303780748177119
55.0,0.01818181818181818,7.146126892007299,170.0,103.73915511370105,9.954125213534635,2.125414072148383,1.808233293377345,1.3790337898222753,9.954125213534635,2.125414072148383,1.808233293377345,1.3790337898222753,-7.936751825897422,-0.24984646585548675,-0.005213403107424509,0.03374709257377918,-11.735268263792744,-3.9377318281068963,-6.010702906699587,-3.266466897496656,15.020679173466124,5.865070660759149,6.738625242411387,3.7362950339124885,0.21065057722347402,0.6279176412372554,0.5030020151400959,-0.04806071530720611,7.256449759667083,7.27553865671318,7.299068068477887,7.3035085831964945,7.3270379949612
35.0,0.05714285714285714,8.449629214606572,351.0,216.57530799914792,1.7267802349633339,1.1320165335598011,1.0556966684141518,0.8104333966775638,1.7267802349633339,1.1320165335598011,1.0556966684141518,0.8104333966775638,-0.4555872844702991,-0.25176822952803507,-0.0933602893118319,0.010329613816185534,-2.39131349080446,-2.4615852056137157,-3.081245646181715,-1.8913007427042958,4.326174966147317,2.7823814593098644,3.1081841123396052,2.8584783729234693,0.18805510862488564,-0.0014958659376598084,0.1315282747581242,0.4857641126000052,8.449629214606572,8.449629214606572,8.449629214606572,8.449629214606572,8.449629214606572
5.0,0.2,6.596307314753105,100.0,10.701588411413086,1.7333980399678073,0.4842781877915155,0.22707399240933543,0.10910113422106817,1.7333980399678073,0.4842781877915155,0.22707399240933543,0.10910113422106817,-0.47836360891261037,-0.05047172650976879,-0.011859065539589148,0.0001371038644008614,-2.233143891661067,-1.2200467865997193,-0.5578757317876969,-0.2797739277449296,2.611764272142246,1.247784011932081,0.6193777136270279,0.3757809360646022,0.11822196783861377,0.04987726358930783,0.1810187198606398,0.23423305966756147,6.596307314753105,6.596307314753105,6.596307314753105,6.596307314753105,6.596307314753105
5.0,0.2,6.62385618977474,100.0,11.061847825015171,1.1539576983886823,0.4363587696447357,0.2875085523672718,0.1932268599464629,1.1539576983886823,0.4363587696447357,0.2875085523672718,0.1932268599464629,-0.03133619657942451,-0.012835691296183654,-0.03245575684539781,0.00024534102983620793,-2.3470450669589593,-0.9804955297530833,-0.6189191707931381,-0.5284525509350645,2.484526582980806,1.2852024717792916,0.6990491756122866,0.5312982742184797,0.13726290498803226,0.15517027175017933,0.32931161244664825,0.10470556896954673,6.62385618977474,6.62385618977474,6.62385618977474,6.62385618977474,6.62385618977474
8.0,0.125,7.129283016944978,140.0,42.310993458627216,2.7956509883245637,1.199145818160247,0.2934965876134925,0.21748264737879913,2.7956509883245637,1.199145818160247,0.2934965876134925,0.21748264737879913,0.40236491838097865,-0.03386372589013699,-0.003329638142989908,-0.008952668121726185,-5.735086782102328,-2.2957336044324306,-0.6421427540135889,-0.6038599889161778,5.948160597449862,3.878759506606479,0.8458224206996315,0.7690486891657122,-0.06346803183289056,0.3825087502108435,0.26184362571622477,0.1131061724641618,7.129283016944978,7.129283016944978,7.129283016944978,7.129283016944978,7.129283016944978
41.0,0.024390243902439025,9.802516365121306,893.0,326.51961998774635,4.246669892345715,2.908218494948103,1.1914227443477492,1.1642960699995821,4.246669892345715,2.908218494948103,1.1914227443477492,1.1642960699995821,-0.6774472241232711,-0.9461201222754115,-0.022088103249448973,0.006430377164014079,-7.546661234513712,-5.192518167378202,-3.226013342497371,-3.2343812453969303,12.311013901726263,7.487028720279139,3.405269900718794,3.9358514509826983,0.8154983320776805,0.6639444259422101,0.02490026346919952,0.022554851216431446,9.802516365121306,9.802516365121306,9.802516365121306,9.802516365121306,9.802516365121306
14.0,0.0,7.47573343096637,178.0,75.32328871351456,314.96353873316,13.135318639199816,3.087263514893909,2.258497279795848,314.96353873316,13.135318639199816,3.087263514893909,2.258497279795848,-73.52618485080333,-3.270653018271097,0.053633347313082946,0.29198461279002935,-469.05887629783405,-27.504291182408593,-8.883320293581528,-6.0468149747776625,933.1187160437761,58.79446439756161,9.895136230194337,6.627083946296258,0.7672809517387938,1.3762474473733224,-0.1155233913753753,-0.5028883551646184,7.47573343096637,7.47573343096637,7.47573343096637,7.47573343096637,7.47573343096637
117.0,0.9829059829059829,6.658211482751779,101.0,18.0181112603889,2.313886825038356,2.060581312583548,0.8211380073872062,0.5841220673489412,2.313886825038356,2.060581312583548,0.8211380073872062,0.5841220673489412,-0.9207039823612038,-0.21221248362379933,-0.35579892042917277,-0.0995619494304009,-2.981335880996635,-3.095726453319025,-1.1047455954257994,-1.2634826528440124,6.08283774674743,4.293852675507766,1.7927890410518383,1.628643229128915,1.2712351616542452,0.5951735871483471,1.036668892733513,0.3250022059899891,6.097112131632405,5.875839700487884,6.34623351241191,6.192671383656198,6.571529428274913
